"","country","date","searches"
"15517","Australia",2013-03-31,277
"15518","Austria",2013-03-31,1034
"15519","Belgium",2013-03-31,102
"15520","Bolivia",2013-03-31,247
"15521","Brazil",2013-03-31,185
"15522","Bulgaria",2013-03-31,348
"15523","Canada",2013-03-31,1754
"15524","Chile",2013-03-31,8
"15525","France",2013-03-31,32
"15526","Germany",2013-03-31,916
"15527","Hungary",2013-03-31,90
"15528","Japan",2013-03-31,205
"15529","Mexico",2013-03-31,1067
"15530","Netherlands",2013-03-31,47
"15531","New.Zealand",2013-03-31,21
"15532","Norway",2013-03-31,65
"15533","Paraguay",2013-03-31,203
"15534","Peru",2013-03-31,136
"15535","Poland",2013-03-31,64
"15536","Romania",2013-03-31,765
"15537","Russia",2013-03-31,733
"15538","South.Africa",2013-03-31,2173
"15539","Spain",2013-03-31,32
"15540","Sweden",2013-03-31,13
"15541","Switzerland",2013-03-31,84
"15542","Ukraine",2013-03-31,507
"15543","United.States",2013-03-31,2482
"15544","Uruguay",2013-03-31,88
"15545","Argentina",2013-04-07,103
"15546","Australia",2013-04-07,286
"15547","Austria",2013-04-07,916
"15548","Belgium",2013-04-07,78
"15549","Bolivia",2013-04-07,242
"15550","Brazil",2013-04-07,195
"15551","Bulgaria",2013-04-07,334
"15552","Canada",2013-04-07,1603
"15553","Chile",2013-04-07,13
"15554","France",2013-04-07,24
"15555","Germany",2013-04-07,800
"15556","Hungary",2013-04-07,62
"15557","Japan",2013-04-07,144
"15558","Mexico",2013-04-07,1054
"15559","Netherlands",2013-04-07,43
"15560","New.Zealand",2013-04-07,27
"15561","Norway",2013-04-07,50
"15562","Paraguay",2013-04-07,219
"15563","Peru",2013-04-07,148
"15564","Poland",2013-04-07,51
"15565","Romania",2013-04-07,719
"15566","Russia",2013-04-07,644
"15567","South.Africa",2013-04-07,2418
"15568","Spain",2013-04-07,27
"15569","Sweden",2013-04-07,10
"15570","Switzerland",2013-04-07,54
"15571","Ukraine",2013-04-07,462
"15572","United.States",2013-04-07,2121
"15573","Uruguay",2013-04-07,78
"15574","Argentina",2013-04-14,106
"15575","Australia",2013-04-14,293
"15576","Austria",2013-04-14,774
"15577","Belgium",2013-04-14,48
"15578","Bolivia",2013-04-14,250
"15579","Brazil",2013-04-14,218
"15580","Bulgaria",2013-04-14,332
"15581","Canada",2013-04-14,1458
"15582","Chile",2013-04-14,12
"15583","France",2013-04-14,14
"15584","Germany",2013-04-14,632
"15585","Hungary",2013-04-14,54
"15586","Japan",2013-04-14,159
"15587","Mexico",2013-04-14,992
"15588","Netherlands",2013-04-14,31
"15589","New.Zealand",2013-04-14,25
"15590","Norway",2013-04-14,53
"15591","Paraguay",2013-04-14,224
"15592","Peru",2013-04-14,153
"15593","Poland",2013-04-14,36
"15594","Romania",2013-04-14,669
"15595","Russia",2013-04-14,574
"15596","South.Africa",2013-04-14,2381
"15597","Spain",2013-04-14,22
"15598","Sweden",2013-04-14,5
"15599","Switzerland",2013-04-14,30
"15600","Ukraine",2013-04-14,427
"15601","United.States",2013-04-14,1747
"15602","Uruguay",2013-04-14,75
"15603","Argentina",2013-04-21,105
"15604","Australia",2013-04-21,272
"15605","Austria",2013-04-21,726
"15606","Belgium",2013-04-21,37
"15607","Bolivia",2013-04-21,211
"15608","Brazil",2013-04-21,225
"15609","Bulgaria",2013-04-21,270
"15610","Canada",2013-04-21,1379
"15611","Chile",2013-04-21,11
"15612","France",2013-04-21,11
"15613","Germany",2013-04-21,577
"15614","Hungary",2013-04-21,46
"15615","Japan",2013-04-21,169
"15616","Mexico",2013-04-21,988
"15617","Netherlands",2013-04-21,24
"15618","New.Zealand",2013-04-21,23
"15619","Norway",2013-04-21,51
"15620","Paraguay",2013-04-21,235
"15621","Peru",2013-04-21,149
"15622","Poland",2013-04-21,28
"15623","Romania",2013-04-21,627
"15624","Russia",2013-04-21,537
"15625","South.Africa",2013-04-21,2675
"15626","Spain",2013-04-21,21
"15627","Sweden",2013-04-21,4
"15628","Switzerland",2013-04-21,26
"15629","Ukraine",2013-04-21,419
"15630","United.States",2013-04-21,1681
"15631","Uruguay",2013-04-21,71
"15632","Argentina",2013-04-28,95
"15633","Australia",2013-04-28,305
"15634","Austria",2013-04-28,598
"15635","Belgium",2013-04-28,38
"15636","Bolivia",2013-04-28,195
"15637","Brazil",2013-04-28,219
"15638","Bulgaria",2013-04-28,230
"15639","Canada",2013-04-28,1265
"15640","Chile",2013-04-28,12
"15641","France",2013-04-28,8
"15642","Germany",2013-04-28,556
"15643","Hungary",2013-04-28,39
"15644","Japan",2013-04-28,157
"15645","Mexico",2013-04-28,991
"15646","Netherlands",2013-04-28,21
"15647","New.Zealand",2013-04-28,23
"15648","Norway",2013-04-28,45
"15649","Paraguay",2013-04-28,229
"15650","Peru",2013-04-28,151
"15651","Poland",2013-04-28,24
"15652","Romania",2013-04-28,595
"15653","Russia",2013-04-28,471
"15654","South.Africa",2013-04-28,2683
"15655","Spain",2013-04-28,18
"15656","Sweden",2013-04-28,3
"15657","Switzerland",2013-04-28,23
"15658","Ukraine",2013-04-28,359
"15659","United.States",2013-04-28,1534
"15660","Uruguay",2013-04-28,74
"15661","Argentina",2013-05-05,109
"15662","Australia",2013-05-05,379
"15663","Austria",2013-05-05,587
"15664","Belgium",2013-05-05,39
"15665","Bolivia",2013-05-05,215
"15666","Brazil",2013-05-05,218
"15667","Bulgaria",2013-05-05,213
"15668","Canada",2013-05-05,1133
"15669","Chile",2013-05-05,14
"15670","France",2013-05-05,8
"15671","Germany",2013-05-05,492
"15672","Hungary",2013-05-05,33
"15673","Japan",2013-05-05,122
"15674","Mexico",2013-05-05,966
"15675","Netherlands",2013-05-05,19
"15676","New.Zealand",2013-05-05,22
"15677","Norway",2013-05-05,47
"15678","Paraguay",2013-05-05,229
"15679","Peru",2013-05-05,142
"15680","Poland",2013-05-05,19
"15681","Romania",2013-05-05,569
"15682","Russia",2013-05-05,440
"15683","South.Africa",2013-05-05,3120
"15684","Spain",2013-05-05,22
"15685","Sweden",2013-05-05,3
"15686","Switzerland",2013-05-05,23
"15687","Ukraine",2013-05-05,291
"15688","United.States",2013-05-05,1438
"15689","Uruguay",2013-05-05,88
"15690","Argentina",2013-05-12,128
"15691","Australia",2013-05-12,393
"15692","Austria",2013-05-12,638
"15693","Belgium",2013-05-12,45
"15694","Bolivia",2013-05-12,221
"15695","Brazil",2013-05-12,214
"15696","Bulgaria",2013-05-12,203
"15697","Canada",2013-05-12,1046
"15698","Chile",2013-05-12,18
"15699","France",2013-05-12,7
"15700","Germany",2013-05-12,518
"15701","Hungary",2013-05-12,32
"15702","Japan",2013-05-12,71
"15703","Mexico",2013-05-12,919
"15704","Netherlands",2013-05-12,17
"15705","New.Zealand",2013-05-12,32
"15706","Norway",2013-05-12,47
"15707","Paraguay",2013-05-12,220
"15708","Peru",2013-05-12,148
"15709","Poland",2013-05-12,17
"15710","Romania",2013-05-12,546
"15711","Russia",2013-05-12,376
"15712","South.Africa",2013-05-12,3307
"15713","Spain",2013-05-12,14
"15714","Sweden",2013-05-12,2
"15715","Switzerland",2013-05-12,31
"15716","Ukraine",2013-05-12,230
"15717","United.States",2013-05-12,1286
"15718","Uruguay",2013-05-12,94
"15719","Argentina",2013-05-19,156
"15720","Australia",2013-05-19,443
"15721","Austria",2013-05-19,607
"15722","Belgium",2013-05-19,39
"15723","Bolivia",2013-05-19,219
"15724","Brazil",2013-05-19,215
"15725","Bulgaria",2013-05-19,184
"15726","Canada",2013-05-19,1002
"15727","Chile",2013-05-19,22
"15728","France",2013-05-19,9
"15729","Germany",2013-05-19,477
"15730","Hungary",2013-05-19,29
"15731","Japan",2013-05-19,44
"15732","Mexico",2013-05-19,858
"15733","Netherlands",2013-05-19,16
"15734","New.Zealand",2013-05-19,32
"15735","Norway",2013-05-19,44
"15736","Paraguay",2013-05-19,263
"15737","Peru",2013-05-19,140
"15738","Poland",2013-05-19,15
"15739","Romania",2013-05-19,525
"15740","Russia",2013-05-19,331
"15741","South.Africa",2013-05-19,3166
"15742","Spain",2013-05-19,17
"15743","Sweden",2013-05-19,2
"15744","Switzerland",2013-05-19,27
"15745","Ukraine",2013-05-19,209
"15746","United.States",2013-05-19,1165
"15747","Uruguay",2013-05-19,113
"15748","Argentina",2013-05-26,180
"15749","Australia",2013-05-26,475
"15750","Austria",2013-05-26,588
"15751","Belgium",2013-05-26,35
"15752","Bolivia",2013-05-26,166
"15753","Brazil",2013-05-26,203
"15754","Bulgaria",2013-05-26,163
"15755","Canada",2013-05-26,986
"15756","Chile",2013-05-26,22
"15757","France",2013-05-26,8
"15758","Germany",2013-05-26,468
"15759","Hungary",2013-05-26,34
"15760","Japan",2013-05-26,25
"15761","Mexico",2013-05-26,820
"15762","Netherlands",2013-05-26,19
"15763","New.Zealand",2013-05-26,42
"15764","Norway",2013-05-26,36
"15765","Paraguay",2013-05-26,258
"15766","Peru",2013-05-26,144
"15767","Poland",2013-05-26,14
"15768","Romania",2013-05-26,514
"15769","Russia",2013-05-26,323
"15770","South.Africa",2013-05-26,3439
"15771","Spain",2013-05-26,16
"15772","Sweden",2013-05-26,2
"15773","Switzerland",2013-05-26,27
"15774","Ukraine",2013-05-26,222
"15775","United.States",2013-05-26,1149
"15776","Uruguay",2013-05-26,138
"15777","Argentina",2013-06-02,207
"15778","Australia",2013-06-02,506
"15779","Austria",2013-06-02,638
"15780","Belgium",2013-06-02,26
"15781","Bolivia",2013-06-02,207
"15782","Brazil",2013-06-02,210
"15783","Bulgaria",2013-06-02,150
"15784","Canada",2013-06-02,872
"15785","Chile",2013-06-02,32
"15786","France",2013-06-02,7
"15787","Germany",2013-06-02,451
"15788","Hungary",2013-06-02,40
"15789","Japan",2013-06-02,15
"15790","Mexico",2013-06-02,818
"15791","Netherlands",2013-06-02,20
"15792","New.Zealand",2013-06-02,48
"15793","Norway",2013-06-02,26
"15794","Paraguay",2013-06-02,283
"15795","Peru",2013-06-02,143
"15796","Poland",2013-06-02,13
"15797","Romania",2013-06-02,514
"15798","Russia",2013-06-02,310
"15799","South.Africa",2013-06-02,3563
"15800","Spain",2013-06-02,14
"15801","Sweden",2013-06-02,2
"15802","Switzerland",2013-06-02,29
"15803","Ukraine",2013-06-02,232
"15804","United.States",2013-06-02,1063
"15805","Uruguay",2013-06-02,133
"15806","Argentina",2013-06-09,218
"15807","Australia",2013-06-09,513
"15808","Austria",2013-06-09,636
"15809","Belgium",2013-06-09,26
"15810","Bolivia",2013-06-09,198
"15811","Brazil",2013-06-09,210
"15812","Bulgaria",2013-06-09,156
"15813","Canada",2013-06-09,835
"15814","Chile",2013-06-09,43
"15815","France",2013-06-09,6
"15816","Germany",2013-06-09,413
"15817","Hungary",2013-06-09,34
"15818","Japan",2013-06-09,10
"15819","Mexico",2013-06-09,803
"15820","Netherlands",2013-06-09,23
"15821","New.Zealand",2013-06-09,52
"15822","Norway",2013-06-09,19
"15823","Paraguay",2013-06-09,330
"15824","Peru",2013-06-09,140
"15825","Poland",2013-06-09,13
"15826","Romania",2013-06-09,529
"15827","Russia",2013-06-09,307
"15828","South.Africa",2013-06-09,3891
"15829","Spain",2013-06-09,11
"15830","Sweden",2013-06-09,2
"15831","Switzerland",2013-06-09,20
"15832","Ukraine",2013-06-09,210
"15833","United.States",2013-06-09,1024
"15834","Uruguay",2013-06-09,149
"15835","Argentina",2013-06-16,221
"15836","Australia",2013-06-16,507
"15837","Austria",2013-06-16,525
"15838","Belgium",2013-06-16,19
"15839","Bolivia",2013-06-16,182
"15840","Brazil",2013-06-16,212
"15841","Bulgaria",2013-06-16,161
"15842","Canada",2013-06-16,831
"15843","Chile",2013-06-16,53
"15844","France",2013-06-16,4
"15845","Germany",2013-06-16,353
"15846","Hungary",2013-06-16,34
"15847","Japan",2013-06-16,7
"15848","Mexico",2013-06-16,798
"15849","Netherlands",2013-06-16,19
"15850","New.Zealand",2013-06-16,46
"15851","Norway",2013-06-16,22
"15852","Paraguay",2013-06-16,315
"15853","Peru",2013-06-16,146
"15854","Poland",2013-06-16,12
"15855","Romania",2013-06-16,526
"15856","Russia",2013-06-16,282
"15857","South.Africa",2013-06-16,4204
"15858","Spain",2013-06-16,9
"15859","Sweden",2013-06-16,1
"15860","Switzerland",2013-06-16,21
"15861","Ukraine",2013-06-16,220
"15862","United.States",2013-06-16,997
"15863","Uruguay",2013-06-16,150
"15864","Argentina",2013-06-23,238
"15865","Australia",2013-06-23,505
"15866","Austria",2013-06-23,549
"15867","Belgium",2013-06-23,17
"15868","Bolivia",2013-06-23,178
"15869","Brazil",2013-06-23,212
"15870","Bulgaria",2013-06-23,140
"15871","Canada",2013-06-23,821
"15872","Chile",2013-06-23,61
"15873","France",2013-06-23,4
"15874","Germany",2013-06-23,375
"15875","Hungary",2013-06-23,30
"15876","Japan",2013-06-23,6
"15877","Mexico",2013-06-23,825
"15878","Netherlands",2013-06-23,20
"15879","New.Zealand",2013-06-23,63
"15880","Norway",2013-06-23,24
"15881","Paraguay",2013-06-23,368
"15882","Peru",2013-06-23,152
"15883","Poland",2013-06-23,13
"15884","Romania",2013-06-23,509
"15885","Russia",2013-06-23,278
"15886","South.Africa",2013-06-23,4008
"15887","Spain",2013-06-23,9
"15888","Sweden",2013-06-23,1
"15889","Switzerland",2013-06-23,17
"15890","Ukraine",2013-06-23,203
"15891","United.States",2013-06-23,966
"15892","Uruguay",2013-06-23,159
"15893","Argentina",2013-06-30,232
"15894","Australia",2013-06-30,492
"15895","Austria",2013-06-30,567
"15896","Belgium",2013-06-30,15
"15897","Bolivia",2013-06-30,173
"15898","Brazil",2013-06-30,205
"15899","Bulgaria",2013-06-30,130
"15900","Canada",2013-06-30,839
"15901","Chile",2013-06-30,101
"15902","France",2013-06-30,3
"15903","Germany",2013-06-30,375
"15904","Hungary",2013-06-30,26
"15905","Japan",2013-06-30,6
"15906","Mexico",2013-06-30,858
"15907","Netherlands",2013-06-30,20
"15908","New.Zealand",2013-06-30,71
"15909","Norway",2013-06-30,23
"15910","Paraguay",2013-06-30,381
"15911","Peru",2013-06-30,145
"15912","Poland",2013-06-30,13
"15913","Romania",2013-06-30,507
"15914","Russia",2013-06-30,238
"15915","South.Africa",2013-06-30,3470
"15916","Spain",2013-06-30,8
"15917","Sweden",2013-06-30,1
"15918","Switzerland",2013-06-30,24
"15919","Ukraine",2013-06-30,217
"15920","United.States",2013-06-30,925
"15921","Uruguay",2013-06-30,147
"15922","Argentina",2013-07-07,216
"15923","Australia",2013-07-07,508
"15924","Austria",2013-07-07,546
"15925","Belgium",2013-07-07,12
"15926","Bolivia",2013-07-07,188
"15927","Brazil",2013-07-07,200
"15928","Bulgaria",2013-07-07,131
"15929","Canada",2013-07-07,715
"15930","Chile",2013-07-07,148
"15931","France",2013-07-07,2
"15932","Germany",2013-07-07,351
"15933","Hungary",2013-07-07,27
"15934","Japan",2013-07-07,5
"15935","Mexico",2013-07-07,837
"15936","Netherlands",2013-07-07,18
"15937","New.Zealand",2013-07-07,73
"15938","Norway",2013-07-07,18
"15939","Paraguay",2013-07-07,361
"15940","Peru",2013-07-07,149
"15941","Poland",2013-07-07,12
"15942","Romania",2013-07-07,502
"15943","Russia",2013-07-07,215
"15944","South.Africa",2013-07-07,3222
"15945","Spain",2013-07-07,8
"15946","Sweden",2013-07-07,1
"15947","Switzerland",2013-07-07,21
"15948","Ukraine",2013-07-07,229
"15949","United.States",2013-07-07,941
"15950","Uruguay",2013-07-07,143
"15951","Argentina",2013-07-14,191
"15952","Australia",2013-07-14,528
"15953","Austria",2013-07-14,490
"15954","Belgium",2013-07-14,10
"15955","Bolivia",2013-07-14,166
"15956","Brazil",2013-07-14,199
"15957","Bulgaria",2013-07-14,135
"15958","Canada",2013-07-14,710
"15959","Chile",2013-07-14,118
"15960","France",2013-07-14,2
"15961","Germany",2013-07-14,313
"15962","Hungary",2013-07-14,32
"15963","Japan",2013-07-14,5
"15964","Mexico",2013-07-14,838
"15965","Netherlands",2013-07-14,18
"15966","New.Zealand",2013-07-14,76
"15967","Norway",2013-07-14,19
"15968","Paraguay",2013-07-14,319
"15969","Peru",2013-07-14,146
"15970","Poland",2013-07-14,12
"15971","Romania",2013-07-14,506
"15972","Russia",2013-07-14,225
"15973","South.Africa",2013-07-14,2983
"15974","Spain",2013-07-14,8
"15975","Sweden",2013-07-14,1
"15976","Switzerland",2013-07-14,26
"15977","Ukraine",2013-07-14,254
"15978","United.States",2013-07-14,907
"15979","Uruguay",2013-07-14,130
"15980","Argentina",2013-07-21,187
"15981","Australia",2013-07-21,575
"15982","Austria",2013-07-21,481
"15983","Belgium",2013-07-21,8
"15984","Bolivia",2013-07-21,157
"15985","Brazil",2013-07-21,192
"15986","Bulgaria",2013-07-21,140
"15987","Canada",2013-07-21,690
"15988","Chile",2013-07-21,66
"15989","France",2013-07-21,1
"15990","Germany",2013-07-21,264
"15991","Hungary",2013-07-21,29
"15992","Japan",2013-07-21,4
"15993","Mexico",2013-07-21,835
"15994","Netherlands",2013-07-21,15
"15995","New.Zealand",2013-07-21,76
"15996","Norway",2013-07-21,21
"15997","Paraguay",2013-07-21,334
"15998","Peru",2013-07-21,146
"15999","Poland",2013-07-21,12
"16000","Romania",2013-07-21,505
"16001","Russia",2013-07-21,240
"16002","South.Africa",2013-07-21,2933
"16003","Spain",2013-07-21,7
"16004","Sweden",2013-07-21,1
"16005","Switzerland",2013-07-21,23
"16006","Ukraine",2013-07-21,278
"16007","United.States",2013-07-21,956
"16008","Uruguay",2013-07-21,129
"16009","Argentina",2013-07-28,173
"16010","Australia",2013-07-28,684
"16011","Austria",2013-07-28,433
"16012","Belgium",2013-07-28,8
"16013","Bolivia",2013-07-28,175
"16014","Brazil",2013-07-28,195
"16015","Bulgaria",2013-07-28,130
"16016","Canada",2013-07-28,635
"16017","Chile",2013-07-28,40
"16018","France",2013-07-28,1
"16019","Germany",2013-07-28,255
"16020","Hungary",2013-07-28,26
"16021","Japan",2013-07-28,4
"16022","Mexico",2013-07-28,848
"16023","Netherlands",2013-07-28,16
"16024","New.Zealand",2013-07-28,93
"16025","Norway",2013-07-28,21
"16026","Paraguay",2013-07-28,273
"16027","Peru",2013-07-28,132
"16028","Poland",2013-07-28,12
"16029","Romania",2013-07-28,502
"16030","Russia",2013-07-28,243
"16031","South.Africa",2013-07-28,3252
"16032","Spain",2013-07-28,7
"16033","Sweden",2013-07-28,1
"16034","Switzerland",2013-07-28,19
"16035","Ukraine",2013-07-28,272
"16036","United.States",2013-07-28,850
"16037","Uruguay",2013-07-28,137
"16038","Argentina",2013-08-04,164
"16039","Australia",2013-08-04,764
"16040","Austria",2013-08-04,452
"16041","Belgium",2013-08-04,9
"16042","Bolivia",2013-08-04,169
"16043","Brazil",2013-08-04,197
"16044","Bulgaria",2013-08-04,133
"16045","Canada",2013-08-04,707
"16046","Chile",2013-08-04,35
"16047","France",2013-08-04,2
"16048","Germany",2013-08-04,264
"16049","Hungary",2013-08-04,28
"16050","Japan",2013-08-04,3
"16051","Mexico",2013-08-04,852
"16052","Netherlands",2013-08-04,15
"16053","New.Zealand",2013-08-04,91
"16054","Norway",2013-08-04,24
"16055","Paraguay",2013-08-04,260
"16056","Peru",2013-08-04,144
"16057","Poland",2013-08-04,12
"16058","Romania",2013-08-04,513
"16059","Russia",2013-08-04,260
"16060","South.Africa",2013-08-04,3433
"16061","Spain",2013-08-04,9
"16062","Sweden",2013-08-04,1
"16063","Switzerland",2013-08-04,27
"16064","Ukraine",2013-08-04,286
"16065","United.States",2013-08-04,869
"16066","Uruguay",2013-08-04,145
"16067","Argentina",2013-08-11,170
"16068","Australia",2013-08-11,788
"16069","Austria",2013-08-11,453
"16070","Belgium",2013-08-11,10
"16071","Bolivia",2013-08-11,195
"16072","Brazil",2013-08-11,202
"16073","Bulgaria",2013-08-11,147
"16074","Canada",2013-08-11,698
"16075","Chile",2013-08-11,41
"16076","France",2013-08-11,2
"16077","Germany",2013-08-11,301
"16078","Hungary",2013-08-11,29
"16079","Japan",2013-08-11,3
"16080","Mexico",2013-08-11,835
"16081","Netherlands",2013-08-11,17
"16082","New.Zealand",2013-08-11,94
"16083","Norway",2013-08-11,30
"16084","Paraguay",2013-08-11,244
"16085","Peru",2013-08-11,147
"16086","Poland",2013-08-11,12
"16087","Romania",2013-08-11,538
"16088","Russia",2013-08-11,297
"16089","South.Africa",2013-08-11,3783
"16090","Spain",2013-08-11,12
"16091","Sweden",2013-08-11,1
"16092","Switzerland",2013-08-11,21
"16093","Ukraine",2013-08-11,303
"16094","United.States",2013-08-11,907
"16095","Uruguay",2013-08-11,148
"16096","Argentina",2013-08-18,180
"16097","Australia",2013-08-18,914
"16098","Austria",2013-08-18,517
"16099","Belgium",2013-08-18,12
"16100","Bolivia",2013-08-18,227
"16101","Brazil",2013-08-18,207
"16102","Bulgaria",2013-08-18,160
"16103","Canada",2013-08-18,627
"16104","Chile",2013-08-18,37
"16105","France",2013-08-18,2
"16106","Germany",2013-08-18,324
"16107","Hungary",2013-08-18,34
"16108","Japan",2013-08-18,3
"16109","Mexico",2013-08-18,837
"16110","Netherlands",2013-08-18,19
"16111","New.Zealand",2013-08-18,86
"16112","Norway",2013-08-18,47
"16113","Paraguay",2013-08-18,257
"16114","Peru",2013-08-18,152
"16115","Poland",2013-08-18,12
"16116","Romania",2013-08-18,545
"16117","Russia",2013-08-18,305
"16118","South.Africa",2013-08-18,3586
"16119","Spain",2013-08-18,11
"16120","Sweden",2013-08-18,2
"16121","Switzerland",2013-08-18,25
"16122","Ukraine",2013-08-18,324
"16123","United.States",2013-08-18,952
"16124","Uruguay",2013-08-18,146
"16125","Argentina",2013-08-25,186
"16126","Australia",2013-08-25,932
"16127","Austria",2013-08-25,538
"16128","Belgium",2013-08-25,15
"16129","Bolivia",2013-08-25,206
"16130","Brazil",2013-08-25,204
"16131","Bulgaria",2013-08-25,167
"16132","Canada",2013-08-25,660
"16133","Chile",2013-08-25,28
"16134","France",2013-08-25,3
"16135","Germany",2013-08-25,387
"16136","Hungary",2013-08-25,29
"16137","Japan",2013-08-25,3
"16138","Mexico",2013-08-25,898
"16139","Netherlands",2013-08-25,22
"16140","New.Zealand",2013-08-25,103
"16141","Norway",2013-08-25,77
"16142","Paraguay",2013-08-25,261
"16143","Peru",2013-08-25,143
"16144","Poland",2013-08-25,11
"16145","Romania",2013-08-25,540
"16146","Russia",2013-08-25,347
"16147","South.Africa",2013-08-25,3231
"16148","Spain",2013-08-25,11
"16149","Sweden",2013-08-25,2
"16150","Switzerland",2013-08-25,27
"16151","Ukraine",2013-08-25,381
"16152","United.States",2013-08-25,977
"16153","Uruguay",2013-08-25,141
"16154","Argentina",2013-09-01,178
"16155","Australia",2013-09-01,719
"16156","Austria",2013-09-01,596
"16157","Belgium",2013-09-01,14
"16158","Bolivia",2013-09-01,188
"16159","Brazil",2013-09-01,193
"16160","Bulgaria",2013-09-01,161
"16161","Canada",2013-09-01,780
"16162","Chile",2013-09-01,21
"16163","France",2013-09-01,3
"16164","Germany",2013-09-01,441
"16165","Hungary",2013-09-01,33
"16166","Japan",2013-09-01,4
"16167","Mexico",2013-09-01,1040
"16168","Netherlands",2013-09-01,25
"16169","New.Zealand",2013-09-01,123
"16170","Norway",2013-09-01,87
"16171","Paraguay",2013-09-01,241
"16172","Peru",2013-09-01,160
"16173","Poland",2013-09-01,11
"16174","Romania",2013-09-01,532
"16175","Russia",2013-09-01,426
"16176","South.Africa",2013-09-01,3265
"16177","Spain",2013-09-01,9
"16178","Sweden",2013-09-01,3
"16179","Switzerland",2013-09-01,33
"16180","Ukraine",2013-09-01,484
"16181","United.States",2013-09-01,1085
"16182","Uruguay",2013-09-01,143
"16183","Argentina",2013-09-08,147
"16184","Australia",2013-09-08,661
"16185","Austria",2013-09-08,654
"16186","Belgium",2013-09-08,27
"16187","Bolivia",2013-09-08,218
"16188","Brazil",2013-09-08,182
"16189","Bulgaria",2013-09-08,158
"16190","Canada",2013-09-08,1016
"16191","Chile",2013-09-08,17
"16192","France",2013-09-08,6
"16193","Germany",2013-09-08,515
"16194","Hungary",2013-09-08,41
"16195","Japan",2013-09-08,5
"16196","Mexico",2013-09-08,1119
"16197","Netherlands",2013-09-08,28
"16198","New.Zealand",2013-09-08,110
"16199","Norway",2013-09-08,96
"16200","Paraguay",2013-09-08,249
"16201","Peru",2013-09-08,148
"16202","Poland",2013-09-08,12
"16203","Romania",2013-09-08,539
"16204","Russia",2013-09-08,591
"16205","South.Africa",2013-09-08,3390
"16206","Spain",2013-09-08,10
"16207","Sweden",2013-09-08,2
"16208","Switzerland",2013-09-08,35
"16209","Ukraine",2013-09-08,579
"16210","United.States",2013-09-08,1154
"16211","Uruguay",2013-09-08,113
"16212","Argentina",2013-09-15,125
"16213","Australia",2013-09-15,542
"16214","Austria",2013-09-15,805
"16215","Belgium",2013-09-15,60
"16216","Bolivia",2013-09-15,203
"16217","Brazil",2013-09-15,169
"16218","Bulgaria",2013-09-15,160
"16219","Canada",2013-09-15,1328
"16220","Chile",2013-09-15,15
"16221","France",2013-09-15,19
"16222","Germany",2013-09-15,669
"16223","Hungary",2013-09-15,54
"16224","Japan",2013-09-15,6
"16225","Mexico",2013-09-15,1157
"16226","Netherlands",2013-09-15,36
"16227","New.Zealand",2013-09-15,91
"16228","Norway",2013-09-15,93
"16229","Paraguay",2013-09-15,227
"16230","Peru",2013-09-15,149
"16231","Poland",2013-09-15,22
"16232","Romania",2013-09-15,557
"16233","Russia",2013-09-15,764
"16234","South.Africa",2013-09-15,3454
"16235","Spain",2013-09-15,18
"16236","Sweden",2013-09-15,2
"16237","Switzerland",2013-09-15,46
"16238","Ukraine",2013-09-15,607
"16239","United.States",2013-09-15,1259
"16240","Uruguay",2013-09-15,102
"16241","Argentina",2013-09-22,130
"16242","Australia",2013-09-22,438
"16243","Austria",2013-09-22,1000
"16244","Belgium",2013-09-22,80
"16245","Bolivia",2013-09-22,219
"16246","Brazil",2013-09-22,156
"16247","Bulgaria",2013-09-22,214
"16248","Canada",2013-09-22,1598
"16249","Chile",2013-09-22,18
"16250","France",2013-09-22,32
"16251","Germany",2013-09-22,799
"16252","Hungary",2013-09-22,59
"16253","Japan",2013-09-22,8
"16254","Mexico",2013-09-22,1186
"16255","Netherlands",2013-09-22,39
"16256","New.Zealand",2013-09-22,91
"16257","Norway",2013-09-22,88
"16258","Paraguay",2013-09-22,240
"16259","Peru",2013-09-22,143
"16260","Poland",2013-09-22,41
"16261","Romania",2013-09-22,590
"16262","Russia",2013-09-22,758
"16263","South.Africa",2013-09-22,3095
"16264","Spain",2013-09-22,29
"16265","Sweden",2013-09-22,3
"16266","Switzerland",2013-09-22,40
"16267","Ukraine",2013-09-22,596
"16268","United.States",2013-09-22,1350
"16269","Uruguay",2013-09-22,101
"16270","Argentina",2013-09-29,136
"16271","Australia",2013-09-29,371
"16272","Austria",2013-09-29,1060
"16273","Belgium",2013-09-29,80
"16274","Bolivia",2013-09-29,195
"16275","Brazil",2013-09-29,147
"16276","Bulgaria",2013-09-29,262
"16277","Canada",2013-09-29,1546
"16278","Chile",2013-09-29,15
"16279","France",2013-09-29,27
"16280","Germany",2013-09-29,862
"16281","Hungary",2013-09-29,65
"16282","Japan",2013-09-29,10
"16283","Mexico",2013-09-29,1234
"16284","Netherlands",2013-09-29,39
"16285","New.Zealand",2013-09-29,73
"16286","Norway",2013-09-29,58
"16287","Paraguay",2013-09-29,263
"16288","Peru",2013-09-29,137
"16289","Poland",2013-09-29,45
"16290","Romania",2013-09-29,630
"16291","Russia",2013-09-29,712
"16292","South.Africa",2013-09-29,2964
"16293","Spain",2013-09-29,25
"16294","Sweden",2013-09-29,3
"16295","Switzerland",2013-09-29,44
"16296","Ukraine",2013-09-29,567
"16297","United.States",2013-09-29,1363
